팀,이름,생일,일자,상대,결과,타순,P,선발,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,투구,avLI,RE24,WPA
NC,나성범,1989-10-03,04-21,@SK,L 1:4,3,CF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.35,0.435,0.6,1.035,23,1.44,-1.85,-0.203
NC,나성범,1989-10-03,04-23,@KT,W 4:3,3,CF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.344,0.425,0.578,1.003,8,1.01,-0.78,-0.098
NC,나성범,1989-10-03,04-24,@KT,W 10:2,3,CF,1,5,1,2,2,0,0,4,0,0,0,0,0,0,2,0,0,0,0.348,0.423,0.594,1.017,18,0.76,0.47,0.02
NC,나성범,1989-10-03,04-27,한화,W 15:1,3,CF,1,5,2,3,1,0,0,4,1,0,0,0,0,0,2,0,0,0,0.365,0.434,0.608,1.042,20,0.56,0.25,-0.012
NC,나성범,1989-10-03,04-28,한화,W 10:4,2,CF,1,3,2,2,0,0,1,5,3,1,0,2,0,0,1,0,0,0,0.377,0.455,0.649,1.104,23,0.66,3.65,0.293
NC,나성범,1989-10-03,04-30,@롯데,L 1:6,3,CF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.358,0.435,0.617,1.052,11,0.73,-1.32,-0.075
NC,나성범,1989-10-03,05-01,@롯데,W 9:5,2,CF,1,5,3,3,1,0,1,7,3,0,0,1,0,0,0,0,0,0,0.3720000000000001,0.449,0.6629999999999999,1.112,19,1.37,3.13,0.308
NC,나성범,1989-10-03,05-02,@롯데,W 7:6,2,CF,1,5,1,1,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0.363,0.442,0.637,1.08,25,1.36,-0.64,-0.05
NC,나성범,1989-10-03,05-03,KIA,L 4:8,2,CF,1,2,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.366,0.443,0.645,1.089,6,0.85,-0.5,-0.04
NC,권희동,1990-12-30,03-23,삼성,W 7:0,7,LF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9,0.08,-0.81,-0.008
NC,권희동,1990-12-30,03-24,삼성,L 3:4,7,LF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.25,17,1.22,-0.38,-0.031
NC,권희동,1990-12-30,03-26,KT,W 9:8,2,LF,1,5,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.154,0.214,0.154,0.368,29,1.93,-0.59,-0.079
NC,권희동,1990-12-30,03-27,KT,W 4:1,3,LF,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.188,0.235,0.188,0.423,8,0.47,-0.24,-0.014
NC,권희동,1990-12-30,03-28,KT,W 6:2,3,RF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.2,0.238,0.2,0.438,18,0.4,-0.14,-0.03
NC,권희동,1990-12-30,03-29,@한화,L 0:9,3,RF,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.217,0.28,0.217,0.4970000000000001,15,0.76,0.11,0.08900000000000001
NC,권희동,1990-12-30,03-30,@한화,L 5:13,3,LF,1,5,0,2,1,0,0,3,2,0,0,0,0,0,1,0,0,0,0.25,0.3,0.28600000000000003,0.586,17,0.77,0.87,0.026
NC,권희동,1990-12-30,03-31,@한화,W 6:3,7,RF,1,4,1,2,0,0,1,5,3,0,0,0,0,0,1,0,0,0,0.281,0.324,0.406,0.73,19,1.15,1.98,0.168
NC,권희동,1990-12-30,04-02,키움,L 6:8,6,RF,1,3,0,1,1,0,0,2,2,1,0,0,0,0,0,0,0,1,0.28600000000000003,0.316,0.429,0.7440000000000001,12,2.55,0.9,0.181
NC,권희동,1990-12-30,04-03,키움,W 9:1,6,RF,1,5,2,3,1,0,0,4,2,0,0,0,0,0,1,0,0,0,0.325,0.349,0.475,0.8240000000000001,14,0.84,0.84,0.159
NC,권희동,1990-12-30,04-04,키움,L 5:6,6,LF,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.302,0.34,0.442,0.782,15,1.67,-0.08,0.033
NC,권희동,1990-12-30,04-05,@두산,W 7:3,2,LF,1,4,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0.298,0.333,0.489,0.823,21,0.29,0.37,0.086
NC,권희동,1990-12-30,04-06,@두산,W 6:5,6,LF,1,4,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0.294,0.327,0.49,0.8170000000000001,13,1.62,0.04,0.142
NC,권희동,1990-12-30,04-07,@두산,W 5:3,6,DH,1,4,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.327,0.35600000000000004,0.509,0.865,10,0.77,1.07,0.084
NC,권희동,1990-12-30,04-10,@KIA,L 1:2,7,RF,1,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.322,0.349,0.4920000000000001,0.841,17,1.41,-0.66,-0.045
NC,권희동,1990-12-30,04-11,@KIA,W 4:2,6,RF,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.306,0.343,0.468,0.8109999999999999,13,0.7,0.04,0.006
NC,권희동,1990-12-30,04-12,롯데,W 2:1,3,RF,1,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.308,0.35200000000000004,0.462,0.8140000000000001,18,1.38,0.23,0.066
NC,권희동,1990-12-30,04-13,롯데,W 7:5,2,PH,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.303,0.35600000000000004,0.455,0.8109999999999999,7,1.19,-0.63,-0.025
NC,권희동,1990-12-30,04-14,롯데,W 8:1,6,RF,1,3,1,2,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0.319,0.377,0.464,0.84,20,0.77,3.5,0.188
NC,권희동,1990-12-30,04-16,LG,L 2:7,5,RF,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297,0.354,0.4320000000000001,0.7859999999999999,14,1.82,-0.11,0.196
NC,권희동,1990-12-30,04-17,LG,L 2:4,2,RF,1,6,0,2,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0.3,0.35200000000000004,0.438,0.79,25,1.15,-0.57,-0.039
NC,권희동,1990-12-30,04-18,LG,L 1:6,6,LF,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.293,0.35200000000000004,0.4270000000000001,0.778,16,1.15,-0.12,-0.012
NC,권희동,1990-12-30,04-19,@SK,W 14:11,7,RF,1,5,1,1,0,0,1,4,3,0,0,0,0,0,1,1,0,0,0.287,0.344,0.448,0.792,29,0.56,0.26,-0.077
NC,권희동,1990-12-30,04-20,@SK,L 4:10,7,RF,1,3,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.278,0.34,0.433,0.773,18,0.47,-0.09,-0.003
NC,권희동,1990-12-30,04-21,@SK,L 1:4,6,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.266,0.327,0.415,0.742,14,1.28,-1.74,-0.191
NC,권희동,1990-12-30,04-23,@KT,W 4:3,6,LF,1,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.268,0.327,0.412,0.7390000000000001,15,1.36,-0.12,-0.022
NC,권희동,1990-12-30,04-24,@KT,W 10:2,6,LF,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.267,0.324,0.406,0.73,17,0.88,-1.48,-0.085
NC,권희동,1990-12-30,04-27,한화,W 15:1,2,LF,1,4,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.267,0.322,0.41,0.731,20,0.77,0.09,-0.042
NC,권희동,1990-12-30,04-28,한화,W 10:4,6,LF,1,4,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0.266,0.319,0.404,0.723,15,0.47,1.05,-0.03
NC,권희동,1990-12-30,04-30,@롯데,L 1:6,2,LF,1,3,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.268,0.325,0.402,0.727,23,0.66,0.61,-0.003
NC,권희동,1990-12-30,05-01,@롯데,W 9:5,6,LF,1,5,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.265,0.32,0.393,0.713,18,1.55,-2.46,-0.203
NC,권희동,1990-12-30,05-02,@롯데,W 7:6,6,LF,1,5,1,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0.27,0.328,0.393,0.722,25,1.31,0.03,0.049
NC,권희동,1990-12-30,05-03,KIA,L 4:8,6,LF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.262,0.319,0.381,0.7,16,1.41,-1.64,-0.147
NC,권희동,1990-12-30,05-04,KIA,W 4:1,3,PH,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.262,0.329,0.381,0.71,7,1.33,0.52,0.02
NC,권희동,1990-12-30,05-05,KIA,W 10:3,3,RF,1,3,3,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0.264,0.338,0.38,0.718,17,0.49,1.13,0.119
NC,권희동,1990-12-30,05-07,@삼성,L 3:6,6,RF,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0.26,0.342,0.374,0.716,22,0.83,0.24,0.043
NC,권희동,1990-12-30,05-08,@삼성,L 0:2,2,RF,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,0.336,0.366,0.701,8,0.75,-0.54,-0.056
NC,권희동,1990-12-30,05-09,@삼성,L 4:6,8,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0.333,0.363,0.696,6,2.49,-0.47,-0.064
NC,권희동,1990-12-30,05-10,두산,W 12:11,6,RF,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0.32299999999999995,0.35,0.6729999999999999,15,0.28,-1.02,-0.036000000000000004
NC,권희동,1990-12-30,05-11,두산,L 0:12,7,CF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.243,0.321,0.34700000000000003,0.6679999999999999,17,0.34,-0.22,-0.015
NC,권희동,1990-12-30,05-12,두산,L 2:3,6,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.236,0.313,0.338,0.6509999999999999,15,1.7,-1.4,-0.196
NC,권희동,1990-12-30,05-14,SK,W 8:2,5,RF,1,4,1,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0.237,0.316,0.342,0.6579999999999999,28,0.69,-0.17,0.004
NC,권희동,1990-12-30,05-15,SK,L 3:7,6,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.231,0.309,0.333,0.642,21,0.65,-1.26,-0.097
NC,권희동,1990-12-30,05-16,SK,W 5:2,8,DH,1,3,0,3,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0.245,0.324,0.35200000000000004,0.6759999999999999,23,1.38,1.32,0.173
NC,권희동,1990-12-30,05-17,@LG,W 13:2,3,RF,1,4,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.239,0.324,0.344,0.6679999999999999,15,0.61,-0.47,-0.003
NC,권희동,1990-12-30,05-18,@LG,W 9:3,2,RF,1,4,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0.24,0.321,0.341,0.662,24,1.37,0.44,0.177
NC,권희동,1990-12-30,05-21,@키움,W 3:1,5,RF,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.241,0.325,0.341,0.6659999999999999,16,0.81,0.48,0.029
NC,권희동,1990-12-30,05-22,@키움,L 2:4,5,RF,1,3,0,3,1,0,0,4,1,0,0,2,0,0,0,0,0,0,0.254,0.342,0.358,0.7,25,1.22,1.96,0.125
NC,권희동,1990-12-30,05-23,@키움,W 4:2,3,RF,1,5,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.253,0.338,0.354,0.6920000000000001,16,1.39,-1.09,-0.046
NC,권희동,1990-12-30,05-24,SK,L 2:4,5,RF,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0.249,0.333,0.348,0.6809999999999999,14,1.7,-1.32,-0.16
NC,권희동,1990-12-30,05-25,SK,W 10:7,7,RF,1,3,1,2,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0.255,0.344,0.353,0.698,25,0.36,2.69,0.06
NC,권희동,1990-12-30,05-26,SK,L 1:2,7,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.25,0.338,0.34600000000000003,0.684,19,2.04,-1.27,-0.195
NC,권희동,1990-12-30,05-28,롯데,L 4:9,8,RF,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.251,0.341,0.34600000000000003,0.6859999999999999,22,0.69,-0.15,0.017
NC,권희동,1990-12-30,05-29,롯데,W 8:6,7,RF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0.251,0.339,0.344,0.6829999999999999,15,0.54,-1.52,0.001
NC,권희동,1990-12-30,05-30,롯데,L 2:10,6,LF,1,4,0,2,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0.256,0.342,0.34700000000000003,0.6890000000000001,22,0.86,0.9,0.119
NC,권희동,1990-12-30,05-31,@LG,L 2:3,2,RF,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.252,0.341,0.342,0.682,14,1.34,-0.69,-0.1
NC,권희동,1990-12-30,06-02,@LG,W 4:1,8,RF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.252,0.339,0.34,0.679,16,0.43,-0.73,-0.005
NC,권희동,1990-12-30,06-04,@삼성,L 1:3,9,RF,1,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.255,0.34600000000000003,0.341,0.687,28,1.09,0.56,0.084
NC,권희동,1990-12-30,06-05,@삼성,L 3:4,8,RF,1,3,1,3,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0.265,0.35700000000000004,0.355,0.7120000000000001,17,1.46,1.61,0.219
NC,권희동,1990-12-30,06-06,@삼성,L 0:6,2,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.35100000000000003,0.349,0.7,6,1.16,-1.07,-0.118
NC,권희동,1990-12-30,06-07,KIA,W 2:1,6,RF,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.258,0.35100000000000003,0.34600000000000003,0.696,14,1.48,-0.27,-0.038
NC,권희동,1990-12-30,06-08,KIA,W 5:4,6,RF,1,4,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0.262,0.355,0.348,0.7040000000000001,17,1.34,0.01,-0.023
NC,권희동,1990-12-30,06-09,KIA,W 4:3,6,CF,1,3,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0.263,0.355,0.353,0.708,16,0.85,-0.6,-0.033
NC,권희동,1990-12-30,06-11,키움,L 8:9,5,RF,1,5,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0.262,0.35200000000000004,0.349,0.7020000000000001,29,1.3,0.14,0.026
NC,권희동,1990-12-30,06-12,키움,L 4:5,6,RF,1,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.258,0.349,0.343,0.693,19,1.34,-1.13,-0.087
NC,권희동,1990-12-30,06-13,키움,W 3:1,7,LF,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.258,0.349,0.343,0.6920000000000001,14,0.83,0.27,0.044
NC,권희동,1990-12-30,06-14,@SK,L 3:7,7,LF,1,3,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.259,0.35100000000000003,0.343,0.695,27,0.36,0.03,0.006999999999999999
NC,권희동,1990-12-30,06-15,@SK,L 0:4,6,RF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.259,0.35,0.342,0.6920000000000001,19,0.94,-0.54,-0.012
NC,권희동,1990-12-30,06-16,@SK,L 2:9,7,RF,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.256,0.34600000000000003,0.337,0.684,13,0.4,-0.55,-0.033
NC,권희동,1990-12-30,06-18,@두산,L 7:10,7,RF,1,3,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0.257,0.348,0.341,0.69,12,1.16,-0.34,-0.012
NC,권희동,1990-12-30,06-19,@두산,L 0:1,8,RF,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.255,0.348,0.339,0.687,16,1.43,-0.45,-0.036000000000000004
NC,권희동,1990-12-30,06-20,@두산,L 2:14,3,PH,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.255,0.35100000000000003,0.339,0.6890000000000001,5,0.0,0.13,0.0
NC,권희동,1990-12-30,06-22,@KT,W 7:6,7,RF,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.252,0.349,0.335,0.684,15,1.41,-0.61,-0.09
NC,권희동,1990-12-30,06-23,@KT,L 2:4,7,RF,1,4,0,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0.26,0.355,0.345,0.6990000000000001,9,1.1,0.85,0.139
NC,권희동,1990-12-30,06-25,한화,L 3:14,6,RF,1,4,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.263,0.35600000000000004,0.34700000000000003,0.7040000000000001,14,1.35,1.77,0.214
NC,권희동,1990-12-30,06-27,한화,W 10:5,6,RF,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.26,0.35700000000000004,0.343,0.701,21,0.3,-0.17,0.015
NC,권희동,1990-12-30,06-28,LG,L 2:6,7,RF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.26,0.35600000000000004,0.342,0.698,17,0.86,-1.33,-0.07200000000000001
NC,권희동,1990-12-30,06-30,LG,W 9:1,7,RF,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.258,0.35600000000000004,0.339,0.695,12,1.18,-0.91,-0.077
NC,권희동,1990-12-30,07-02,@KIA,L 3:5,7,RF,1,3,0,2,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0.263,0.361,0.34700000000000003,0.7070000000000001,12,0.8,0.66,0.065
NC,권희동,1990-12-30,07-03,@KIA,W 8:4,7,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0.35600000000000004,0.342,0.698,16,1.28,-1.58,-0.13
NC,권희동,1990-12-30,07-04,@KIA,W 9:3,9,RF,1,3,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.263,0.361,0.345,0.706,19,0.58,0.85,0.068
NC,권희동,1990-12-30,07-05,삼성,W 7:3,9,RF,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.262,0.364,0.344,0.708,14,1.0,0.98,0.08199999999999999
NC,권희동,1990-12-30,07-06,삼성,D 2:2,7,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.259,0.359,0.339,0.698,22,1.18,-0.54,-0.069
NC,권희동,1990-12-30,07-07,삼성,L 2:4,6,RF,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.256,0.35600000000000004,0.336,0.6920000000000001,15,1.18,-0.82,-0.093
NC,권희동,1990-12-30,07-09,@롯데,L 1:4,8,RF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.255,0.355,0.334,0.69,5,1.49,-0.78,-0.085
NC,권희동,1990-12-30,08-07,삼성,W 2:1,6,LF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.252,0.35100000000000003,0.33,0.6809999999999999,15,1.19,-0.8,-0.119
NC,권희동,1990-12-30,08-08,LG,W 13:2,6,DH,1,3,0,1,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0.253,0.354,0.333,0.688,23,0.44,1.02,0.01
NC,권희동,1990-12-30,08-09,LG,L 2:5,9,PH,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.253,0.35600000000000004,0.333,0.69,8,0.18,0.13,0.01
NC,권희동,1990-12-30,08-10,롯데,W 7:4,2,LF,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.25,0.355,0.33,0.685,20,0.25,-0.28,-0.006
NC,권희동,1990-12-30,08-11,롯데,W 9:1,2,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.249,0.354,0.329,0.6829999999999999,4,0.0,-0.18,0.0
NC,권희동,1990-12-30,08-13,@한화,W 10:2,2,PH,0,1,1,1,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0.252,0.35600000000000004,0.341,0.6970000000000001,1,0.02,1.72,0.002
NC,권희동,1990-12-30,08-14,@한화,L 3:9,3,RF,0,1,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0.254,0.358,0.353,0.711,2,0.03,1.0,0.002
NC,권희동,1990-12-30,08-15,@키움,L 3:4,5,LF,1,4,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0.254,0.35700000000000004,0.355,0.7120000000000001,18,0.95,0.37,0.023
NC,권희동,1990-12-30,08-16,@키움,L 4:6,6,LF,1,2,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0.256,0.361,0.35600000000000004,0.7170000000000001,18,1.01,0.82,0.076
NC,권희동,1990-12-30,08-17,SK,W 9:0,2,LF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0.36,0.355,0.715,4,0.0,-0.38,0.0
NC,권희동,1990-12-30,08-18,SK,W 7:4,6,LF,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,0.358,0.353,0.71,6,1.02,-0.5,-0.048
NC,권희동,1990-12-30,08-23,@LG,L 2:8,9,PH,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.253,0.36,0.353,0.7120000000000001,6,0.06,0.4,0.003
NC,권희동,1990-12-30,08-24,@롯데,W 8:3,7,LF,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.255,0.359,0.354,0.713,9,0.29,-0.18,0.008
NC,권희동,1990-12-30,08-28,KT,L 2:8,7,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,0.358,0.35200000000000004,0.711,4,0.09,-0.26,-0.002
NC,권희동,1990-12-30,08-29,KIA,W 4:3,1,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.253,0.358,0.35100000000000003,0.7090000000000001,8,0.31,-0.18,-0.008
NC,권희동,1990-12-30,08-30,KIA,L 2:8,7,LF,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.255,0.358,0.35200000000000004,0.71,4,0.06,0.02,-0.001
NC,권희동,1990-12-30,08-31,키움,L 3:9,5,DH,1,4,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0.252,0.35600000000000004,0.348,0.7040000000000001,24,1.03,-1.69,-0.11
NC,권희동,1990-12-30,09-03,@SK,L 1:8,8,DH,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.252,0.355,0.34700000000000003,0.7020000000000001,20,0.51,-0.63,-0.032
NC,권희동,1990-12-30,09-05,한화,L 0:3,2,PH,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.253,0.35600000000000004,0.35100000000000003,0.706,6,0.63,-0.03,-0.016
NC,권희동,1990-12-30,09-06,한화,W 4:0,1,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0.355,0.35,0.7040000000000001,4,0.08,-0.18,-0.002
NC,권희동,1990-12-30,09-07,@삼성,W 8:2,2,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0.354,0.348,0.7020000000000001,2,0.01,-0.38,0.0
NC,권희동,1990-12-30,09-14,삼성,W 7:1,2,PH,0,1,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0.254,0.35600000000000004,0.36,0.715,4,0.02,1.0,0.008
NC,권희동,1990-12-30,09-18,@SK,W 6:0,8,LF,1,3,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.254,0.35700000000000004,0.359,0.716,16,0.36,0.43,0.051
NC,권희동,1990-12-30,09-19,LG,W 5:3,8,DH,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.254,0.359,0.358,0.718,15,1.15,0.28,0.06
NC,권희동,1990-12-30,09-23,@롯데,W 6:1,9,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,0.359,0.35700000000000004,0.716,6,0.02,-0.18,-0.001
NC,권희동,1990-12-30,09-24,두산,D 7:7,1,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0.358,0.35600000000000004,0.7140000000000001,5,1.38,-0.12,-0.035
NC,권희동,1990-12-30,09-25,한화,L 2:3,4,LF,1,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.251,0.35600000000000004,0.354,0.71,25,1.86,-0.57,-0.04
NC,권희동,1990-12-30,09-26,한화,L 2:4,9,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.251,0.355,0.353,0.708,5,1.91,-0.54,-0.053
NC,권희동,1990-12-30,09-27,@LG,W 3:0,3,LF,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.249,0.353,0.35100000000000003,0.7040000000000001,8,0.68,-0.69,-0.031
NC,권희동,1990-12-30,09-28,@KT,L 2:5,2,LF,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.254,0.35600000000000004,0.354,0.711,6,1.21,0.61,0.079
NC,권희동,1990-12-30,10-01,@두산,L 5:6,1,PH,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.256,0.358,0.35600000000000004,0.7140000000000001,2,1.26,0.85,0.098
NC,권희동,1990-12-30,10-03,@LG,L 1:3,1,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,0.97,-0.18,-0.024
NC,이명기,1987-12-26,03-23,LG,L 0:2,6,RF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.25,0.25,0.25,0.5,16,1.21,-0.44,-0.077
NC,이명기,1987-12-26,03-24,LG,L 3:9,6,RF,1,4,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0.375,0.375,0.5,0.875,8,0.22,0.74,0.013
NC,이명기,1987-12-26,03-26,한화,L 7:13,6,RF,1,4,1,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0.417,0.417,0.5,0.917,13,1.04,1.1,0.096
NC,이명기,1987-12-26,03-27,한화,W 9:4,6,RF,1,3,1,1,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0.4,0.471,0.467,0.937,18,0.62,-0.05,-0.011
NC,이명기,1987-12-26,03-28,한화,W 6:4,6,RF,1,4,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.421,0.476,0.474,0.95,17,0.68,0.3,0.051
NC,이명기,1987-12-26,03-29,@KT,L 3:6,6,RF,1,4,1,2,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0.435,0.48,0.522,1.002,12,1.25,0.65,0.1
NC,이명기,1987-12-26,03-30,@KT,L 2:6,1,RF,1,4,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.407,0.467,0.481,0.948,24,0.79,-0.18,0.001
